flirt,flire,VERB,flirt
virusmutasjonane,virusmutasjon,NOUN,Masc
prissjokk,prissjokk,NOUN,Neuter
quarterback,quarterback,NOUN,Masc
trafikkontrollane,trafikkontroll,NOUN,Masc
tollunionen,tollunion,NOUN,Masc
konturen,kontur,NOUN,Masc
tungindustri,tungindustri,NOUN,Masc
kombiner,kombinere,VERB,kombinert
knoppsvana,knoppsvane,NOUN,Fem
knoppsvane,knoppsvane,NOUN,Fem
noregsrekorden,noregsrekord,NOUN,Masc
heiste,heise,VERB,heist
teleskopet,teleskop,NOUN,Neuter
gullsmedbutikkane,gullsmedbutikk,NOUN,Masc
flink,flink,ADJ,na
flint,flint,NOUN,Masc
rånaren,rånar,NOUN,Masc
industribedriftene,industribedrift,NOUN,Fem
utpressarar,utpressar,NOUN,Masc
avkøyringa,avkøyring,NOUN,Fem
lydbøkene,lydbok,NOUN,Fem
beklagelege,beklageleg,ADJ,na
flikk,flikk,NOUN,Masc
storstue,storstove,NOUN,Fem
tilpassingsdyktige,tilpassingsdyktig,ADJ,na
betrar,betre,VERB,betra
enkelmannsføretaket,enkelmannsføretak,NOUN,Neuter
trien,tri,NOUN,Masc
rettspsykiatriske,rettspsykiatrisk,ADJ,na
noregsrekordar,noregsrekord,NOUN,Masc
ignorerte,ignorere,VERB,ignorert
nedslagsfelt,nedslagsfelt,NOUN,Neuter
fallsiger,fallsiger,NOUN,Masc
prøveordning,prøveordning,NOUN,Fem
samlingane,samling,NOUN,Fem
jakkemerke,jakkemerke,NOUN,Neuter
trusselbildet,trugselbilete,NOUN,Neuter
tilstandar,tilstand,NOUN,Masc
kovar,kove,NOUN,Masc
dobbeltstemma,dobbelstemme,NOUN,Fem
rørslefridommen,rørslefridom,NOUN,Masc
signinga,signing,NOUN,Fem
dobbeltstemme,dobbelstemme,NOUN,Fem
overkvalifiserte,overkvalifisert,ADJ,na
syngjande,syngje,VERB,sunge
skeivskapane,skeivskap,NOUN,Masc
flier,fli,NOUN,Fem
trias,trias,NOUN,Uninfl
trial,trial,NOUN,Masc
jafset,jafs,NOUN,Masc
fylkesrådmenn,fylkesrådmann,NOUN,Masc
koven,koven,ADJ,na
koranar,koran,NOUN,Masc
ungdomsrepresentant,ungdomsrepresentant,NOUN,Masc
kvinnekampen,kvinnekamp,NOUN,Masc
tilstanden,tilstand,NOUN,Masc
erkjennast,erkjenne,VERB,erkjent
fnys,fnys,NOUN,Neuter
terskelverdi,terskelverdi,NOUN,Masc
samarbeidspartnarane,samarbeidspartnar,NOUN,Masc
appetitt,appetitt,NOUN,Masc
trygdeordninga,trygdeordning,NOUN,Fem
konturar,kontur,NOUN,Masc
somatisk,somatisk,ADJ,na
streitaste,streit,ADJ,na
signere,signere,VERB,signert
sarkofagane,sarkofag,NOUN,Masc
privatpersonen,privatperson,NOUN,Masc
fjøl,fjøl,NOUN,Fem
gåvebordet,gåvebord,NOUN,Neuter
fjør,fjør,NOUN,Fem
fjøs,fjøs,NOUN,Masc
signera,signere,VERB,signert
homoseksualitet,homoseksualitet,NOUN,Masc
interpellasjonsdebatt,interpellasjonsdebatt,NOUN,Masc
kjørvel,kjørvel,NOUN,Masc
knokar,knoke,NOUN,Masc
våpenbruk,våpenbruk,NOUN,Masc
utvala,utval,NOUN,Neuter
koranen,koran,NOUN,Masc
tusjar,tusje,VERB,tusja
jonsokbåla,jonsokbål,NOUN,Neuter
heisar,heise,VERB,heist
storband,storband,NOUN,Neuter
jakkeslaget,jakkeslag,NOUN,Neuter
vinmonopol,vinmonopol,NOUN,Neuter
etterforskingar,etterforsking,NOUN,Fem
dimensjonerte,dimensjonere,VERB,dimensjonert
reklamerte,reklamere,VERB,reklamert
gitaristen,gitarist,NOUN,Masc
privatpersonar,privatperson,NOUN,Masc
gifteringen,giftering,NOUN,Masc
fyllekøyrarar,fyllekøyrar,NOUN,Masc
mopedist,mopedist,NOUN,Masc
kommandant,kommandant,NOUN,Masc
utvald,utvald,ADJ,na
utvalt,utvald,ADJ,na
vassen,vassen,ADJ,na
omstruktureringar,omstrukturering,NOUN,Fem
fobi,fobi,NOUN,Masc
skulefritidsordning,skulefritidsordning,NOUN,Fem
heisen,heisen,ADJ,na
militærleir,militærleir,NOUN,Masc
klimaet,klima,NOUN,Neuter
klosterklokke,klosterklokke,NOUN,Fem
sjakal,sjakal,NOUN,Masc
heiser,heise,VERB,heist
signert,signere,VERB,signert
stormeisteren,stormeister,NOUN,Masc
øskjer,øskje,NOUN,Fem
forkynner,forkynne,VERB,forkynt
personlegdom,personlegdom,NOUN,Masc
dialekten,dialekt,NOUN,Masc
latvisk,latvisk,NOUN,Masc
framover,framover,ADP,na
lågprisselskap,lågprisselskap,NOUN,Neuter
utrulege,utruleg,ADJ,na
syttenårige,syttenårig,ADJ,na
beitedyra,beitedyr,NOUN,Neuter
strekspelarar,strekspelar,NOUN,Masc
tusenfryd,tusenfryd,NOUN,Masc
røyrsoppane,røyrsopp,NOUN,Masc
grunning,grunning,NOUN,Fem
fiskebein,fiskebein,NOUN,Neuter
industriarbeidarløn,industriarbeidarløn,NOUN,Masc
cannabisbrukarane,cannabisbrukar,NOUN,Masc
raseriutbrotet,raseriutbrot,NOUN,Neuter
pårekneleg,pårekneleg,ADJ,na
rotfrukter,rotfrukt,NOUN,Fem
sanitært,sanitær,ADJ,na
klimaks,klimaks,NOUN,Neuter
rakrygga,rakrygga,ADJ,na
reklamerer,reklamere,VERB,reklamert
sanitære,sanitær,ADJ,na
barneframsyning,barneframsyning,NOUN,Fem
førehandsgodkjenning,førehandsgodkjenning,NOUN,Fem
fola,fole,VERB,fola
statsmakta,statsmakt,NOUN,Fem
foke,foke,NOUN,Fem
toppleiinga,toppleiing,NOUN,Fem
strekspelaren,strekspelar,NOUN,Masc
nedgang,nedgang,NOUN,Masc
fokk,fokk,NOUN,Fem
fiskeørn,fiskeørn,NOUN,Masc
ignorerer,ignorere,VERB,ignorert
drafta,draft,NOUN,Neuter
pressmiddelet,pressmiddel,NOUN,Neuter
konsesjonsreglar,konsesjonsregel,NOUN,Masc
fond,fond,NOUN,Masc
olympiarane,olympiar,NOUN,Masc
rapportørar,rapportør,NOUN,Masc
temperaturstiginga,temperaturstiging,NOUN,Fem
ad,ad,ADP,na
skandaleoppslag,skandaleoppslag,NOUN,Neuter
ag,age,VERB,aga
ah,ah,INTJ,na
ai,ai,INTJ,na
ak,ake,VERB,aka
al,al,NOUN,Masc
an,an,ADV,na
am,ame,VERB,ama
ap,ap,NOUN,Masc
relasjonelt,relasjonell,ADJ,na
as,as,NOUN,Neuter
ar,ar,NOUN,Neuter
au,au,NOUN,Neuter
at,at,SCONJ,na
av,av,ABBR,na
folk,folk,NOUN,Neuter
millionlønn,millionløn,NOUN,Fem
be,be,VERB,bede
bi,bi,ADV,na
bh,bh,NOUN,Masc
konservativ,konservativ,ADJ,na
bo,bo,NOUN,Uninfl
bu,bu,VERB,butt
by,by,VERB,bydt
panel,panel,NOUN,Neuter
viast,vie,VERB,vigd
cd,cd,NOUN,Masc
råast,rå,ADJ,na
cf,cf,ADV,na
cg,cg,SYM,na
cl,cl,SYM,na
cm,cm,SYM,na
cp,CP,ABBR,na
åndssvake,åndssvak,ADJ,na
ct,CT,NOUN,Masc
råare,rå,ADJ,na
cv,cv,NOUN,Masc
fonn,fonn,NOUN,Fem
da,da,SYM,na
font,font,NOUN,Masc
de,de,PRON,na
di,dess,ADV,na
dg,dg,SYM,na
fora,fore,VERB,fora
dl,dl,SYM,na
dm,dm,SYM,na
do,do,NOUN,Masc
ford,forde,VERB,forda
fore,fore,VERB,fora
ventriklar,ventrikkel,NOUN,Masc
du,du,PRON,na
snare,snare,VERB,snara
dy,dy,VERB,dydd
snart,snart,ADV,na
ei,ein,ADV,na
poengdelinga,poengdeling,NOUN,Fem
eg,eg,NOUN,Neuter
ek,ake,VERB,aka
el,el,NOUN,Neuter
ep,ep,NOUN,Masc
vintersesong,vintersesong,NOUN,Masc
es,ase,VERB,ase
dialektar,dialekt,NOUN,Masc
et,et,CCONJ,na
ev,ev,NOUN,Neuter
er,vere,VERB,vore
ex,ex,ADP,na
snask,snask,NOUN,Masc
fa,fa,NOUN,Masc
fe,fe,NOUN,Fem
ff,ff,ABBR,na
bilulykka,bilulykke,NOUN,Fem
fl,fl,ABBR,na
geriatrikar,geriatrikar,NOUN,Masc
bilulykke,bilulykke,NOUN,Fem
lovframlegget,lovframlegg,NOUN,Neuter
fote,fote,VERB,fota
fr,fr,ABBR,na
fu,fu,NOUN,Fem
straumforsyninga,straumforsyning,NOUN,Fem
underkastar,underkaste,VERB,underkasta
kelvin,kelvin,NOUN,Masc
fy,fy,INTJ,na
skrittet,skritt,NOUN,Neuter
bø,bø,NOUN,Masc
foss,foss,NOUN,Masc
ga,ga,NOUN,Masc
romerikingen,romeriking,NOUN,Masc
pattane,patt,NOUN,Masc
gi,gje,VERB,gjeve
pensjonane,pensjon,NOUN,Masc
stivleik,stivleik,NOUN,Masc
fork,fork,NOUN,Masc
sjalte,sjalte,VERB,sjalta
forn,forn,NOUN,Fem
skulande,skule,VERB,skula
fagfellar,fagfelle,NOUN,Masc
form,form,NOUN,Fem
fort,fort,NOUN,Neuter
hb,HB,ABBR,na
ha,ha,VERB,hatt
skrankane,skranke,NOUN,Masc
snaue,snaue,VERB,snaua
he,he,INTJ,na
konservator,konservator,NOUN,Masc
hg,hg,SYM,na
då,då,NOUN,Masc
hk,hk,SYM,na
hi,hi,NOUN,Neuter
hl,hl,SYM,na
hm,hm,INTJ,na
innretninga,innretning,NOUN,Fem
ho,ho,NOUN,Fem
gardsarbeidar,gardsarbeidar,NOUN,Masc
hu,hu,INTJ,na
fellesprogram,fellesprogram,NOUN,Neuter
hy,hy,NOUN,Neuter
id,id,NOUN,Fem
gifteringar,giftering,NOUN,Masc
il,il,NOUN,Fem
im,im,NOUN,Masc
avleiingane,avleiing,NOUN,Fem
in,in,ADJ,na
it,it,NOUN,Uninfl
ir,ir,NOUN,Masc
hijaben,hijab,NOUN,Masc
is,is,NOUN,Masc
kreftsjukdomar,kreftsjukdom,NOUN,Masc
foto,foto,NOUN,Neuter
ja,ja,NOUN,Neuter
merknadene,merknad,NOUN,Masc
musikkpedagog,musikkpedagog,NOUN,Masc
få,få,VERB,fått
romerikingar,romeriking,NOUN,Masc
jo,jo,NOUN,Masc
milelangt,milelang,ADJ,na
panna,panne,NOUN,Fem
ju,jue,VERB,jua
panne,panne,NOUN,Fem
kb,kb,SYM,na
vassar,vasse,VERB,vassa
fø,fø,VERB,født
kvinnesida,kvinneside,NOUN,Fem
fabrikasjonsfeil,fabrikasjonsfeil,NOUN,Masc
milelange,milelang,ADJ,na
kg,kg,SYM,na
kj,kjee,VERB,kjea
gå,gå,VERB,gått
km,km,SYM,na
kr,kr,ABBR,na
kt,kt,SYM,na
ku,ku,NOUN,Fem
kv,kvee,VERB,kvea
sjølvmordet,sjølvmord,NOUN,Neuter
variasjonsbreidd,variasjonsbreidd,NOUN,Fem
armenarar,armenar,NOUN,Masc
la,lede,VERB,leda
bagettar,bagett,NOUN,Masc
le,le,VERB,lett
lg,lg,ABBR,na
dragan,dra,VERB,dratt
hå,hå,VERB,hådd
li,lide,VERB,lide
utskytingsrampene,utskytingsrampe,NOUN,Masc
hæ,hæ,INTJ,na
dragar,dragar,NOUN,Masc
lm,lm,SYM,na
lo,lo,NOUN,Fem
lp,lp,NOUN,Masc
gardsarbeidet,gardsarbeid,NOUN,Neuter
lu,lue,VERB,lua
lx,lx,SYM,na
ly,ly,NOUN,Neuter
nedgangstidene,nedgangstid,NOUN,Fem
panta,pante,VERB,panta
hø,hø,NOUN,Fem
mb,mb,SYM,na
pante,pante,VERB,panta
me,vi,PRON,na
småbåthamna,småbåthamn,NOUN,Fem
mg,mg,SYM,na
mi,mi,NOUN,Masc
ml,ml,SYM,na
mm,mm,SYM,na
mo,mo,NOUN,Masc
hijabar,hijab,NOUN,Masc
ms,MS,ABBR,na
solidaritetskjensle,solidaritetskjensle,NOUN,Fem
dunka,dunke,VERB,dunka
my,my,NOUN,Neuter
videoopptaket,videoopptak,NOUN,Neuter
dunke,dunke,VERB,dunka
storsamfunn,storsamfunn,NOUN,Neuter
ne,ne,NOUN,Neuter
mjølkebonde,mjølkebonde,NOUN,Masc
ni,ni,DET,na
nm,nm,SYM,na
no,no,NOUN,Neuter
nu,nu,NOUN,Masc
ny,ny,NOUN,Neuter
rådspørjast,rådspørje,VERB,rådspurt
od,od,NOUN,Neuter
og,òg,ADV,na
overbygd,overbygd,ADJ,na
oi,oi,INTJ,na
overbygg,overbygg,NOUN,Neuter
nepene,nepe,NOUN,Fem
ok,ok,ADJ,na
ol,ol,NOUN,Fem
om,om,NOUN,Masc
op,op,NOUN,Neuter
or,or,NOUN,Masc
os,os,NOUN,Masc
omdømmet,omdøme,NOUN,Neuter
kø,kø,NOUN,Masc
praktiserande,praktisere,VERB,praktisert
pc,pc,NOUN,Masc
forsegla,forsegle,VERB,forsegla
fraksjonsleiar,fraksjonsleiar,NOUN,Masc
pi,pi,NOUN,Masc
fråværsprosenten,fråværeprosent,NOUN,Masc
draget,drag,NOUN,Neuter
forsegle,forsegle,VERB,forsegla
pm,PM,NOUN,Neuter
pp,pp,ABBR,na
ps,PS,NOUN,Neuter
heterogene,heterogen,ADJ,na
lø,lø,VERB,lødd
kjølevatnet,kjølevatn,NOUN,Neuter
må,måtte,VERB,mått
turisthyttene,turisthytte,NOUN,Fem
overgripande,overgripande,ADJ,na
ra,ra,NOUN,Neuter
haldningslaus,haldningslaus,ADJ,na
re,re,NOUN,Masc
nå,nå,VERB,nådd
ri,ri,VERB,ridt
ro,ro,VERB,rodd
ru,ru,NOUN,Fem
ry,ry,VERB,rydd
terroraksjonane,terroraksjon,NOUN,Masc
oppmarsj,oppmarsj,NOUN,Masc
sa,seie,VERB,sagt
jakkene,jakke,NOUN,Fem
si,si,NOUN,Masc
so,så,CCONJ,na
zimbabwiske,zimbabwisk,ADJ,na
ss,ss,ABBR,na
su,su,NOUN,Fem
sy,sy,VERB,sydd
ta,ta,VERB,teke
ambulansebil,ambulansebil,NOUN,Masc
te,te,VERB,tett
ti,ti,NOUN,Masc
på,på,ADP,na
to,to,NOUN,Fem
ts,ts,ABBR,na
tv,TV,NOUN,Masc
ty,ty,VERB,tytt
udemokratiske,udemokratisk,ADJ,na
disiplinærsak,disiplinærsak,NOUN,Fem
realitydeltakar,realitydeltakar,NOUN,Masc
ul,ul,NOUN,Masc
uk,uke,VERB,uka
un,une,VERB,unt
ur,ur,NOUN,Fem
