ag,ag,0.967741935483871
ai,ai,0.9473684210526315
aj,aj,1.0
c-,c-,0.9333333333333333
ak,ak,1.0
al,al,1.0
am,am,0.9523809523809523
an,an,0.9750577367205543
draghi,draghi,1.0
ap,ap,0.9835698282300224
as,as,0.9906542056074766
at,at,0.9909148793422475
au,au,1.0
aw,aw,1.0
folk,folk,0.9692552567646813
ay,ay,1.0
az,az,0.9833333333333333
ba,bad,0.9096683133380381
bb,bb,0.8333333333333334
millionlønn,millionlønn,0.8181818181818182
be,be,0.9803719008264463
bg,bg,1.0
bi,bi,0.9696969696969697
konservativ,konservativ,1.0
bk,bk,1.0
bl,bl,0.6
bn,bank,1.0
bo,bu,0.9212007504690432
brukervennlige,brukarvennlege,0.8333333333333334
bp,bp,0.9967845659163987
br,br,1.0
bs,bs,0.8
bt,bt,0.9463414634146341
bu,bu,1.0
bw,bw,1.0
by,by,0.9322200392927309
panel,panel,0.9615384615384616
emmeluth,signe,1.0
foot,foot,1.0
fotballmesterskap,fotballmeisterskap,0.8333333333333334
cd,cd,1.0
cf,cf,1.0
e-,e-,0.896551724137931
cl,cl,1.0
co,co,0.9840255591054313
food,food,1.0
cs,cs,1.0
ct,ct,1.0
cv,cv,1.0
fonn,fonn,0.9545454545454546
db,db,1.0
dc,dc,1.0
font,font,1.0
df,df,1.0
di,di,0.9891304347826086
dj,dj,0.875
f-,f,0.6541353383458647
dk,dk,0.8666666666666667
leeds-spiller,leeds-spelar,1.0
fora,forum,0.7368421052631579
dn,dn,0.9785522788203753
do,do,0.9649122807017544
ford,ford,1.0
fore,fore,0.5625
nørstegård,nørstegård,1.0
dr,dr,0.990990990990991
ds,ds,1.0
dt,dt,0.5384615384615384
snare,snare,1.0
tilbakeførte,tilbakeførte,1.0
dy,dy,1.0
ea,ea,1.0
ec,ec,0.9090909090909091
ed,eid,0.7653631284916201
snart,snart,0.9914011127971675
ef,ef,1.0
ei,ei,0.9304347826086956
kontantbeløp,kontantbeløp,0.75
ek,ek,1.0
g-,g-,1.0
el,el,0.9896640826873385
em,em,0.9886363636363636
eo,eo,1.0
ep,ep,0.7647058823529411
eq,eq,1.0
vintersesong,vintersesong,0.92
es,es,0.5714285714285714
egenproduksjon,eigenproduksjon,1.0
et,eit,0.9352341865572236
eu,eu,0.9928683249260741
ev,ev,1.0
ey,ey,1.0
for-,for-,0.7
ez,ez,1.0
opprørsleder,opprørsleiar,1.0
toppstillinger,toppstillingar,1.0
fa,fa,0.9855072463768116
fc,fc,1.0
fe,fe,1.0
ankelbruddet,ankelbrotet,1.0
ff,ff,1.0
fh,fh,1.0
fi,fi,1.0
fk,fk,1.0
jernbanepakke,jernbanepakke,1.0
fm,fm,0.8571428571428571
fn,fn,0.9954093343534812
bilulykke,bilulykke,0.9666666666666667
fo,fo,1.0
fote,fote,1.0
fp,fp,1.0
fr,fr,0.9818181818181818
fs,fs,1.0
ft,ft,0.8571428571428571
fu,fu,1.0
fv,fv,1.0
fx,fx,1.0
pattani,pattani,1.0
bø,bø,0.9876352395672334
foss,foss,0.9855421686746988
ga,gav,0.9740398293029872
oversettere,omsetjarar,0.9090909090909091
gc,gc,1.0
romerikingen,romerikingen,1.0
gd,gd,1.0
oslo-politiet,oslo-politiet,0.9917355371900827
ishockeylandslaget,ishockeylandslaget,1.0
gi,gi,0.9109232016680181
gj,assisterande,0.8888888888888888
gl,gl,1.0
gm,gm,1.0
go,go,0.9361702127659575
gp,gp,0.8333333333333334
rainsy,rainsy,1.0
gr,gr,1.0
gs,gs,0.9444444444444444
gt,gt,1.0
høyrepolitikk,høgrepolitikk,1.0
form,form,0.9481834425253127
terrorcelle,terrorcelle,1.0
ha,ha,0.9834212509419744
fors,personar,0.8
fort,fort,0.9890710382513661
hc,hc,1.0
he,he,0.975
snaue,snaue,0.96
hf,hf,1.0
konservator,konservator,0.8
hi,hi,0.9130434782608695
hk,hk,1.0
hm,hm,0.8
hn,hn,0.9743589743589743
hr,hr,1.0
hs,hs,1.0
hv,hv,0.9629629629629629
forebygging,førebygging,0.9581589958158996
dø,døy,0.9090909090909091
four,four,1.0
ia,ia,0.8571428571428571
ib,ib,1.0
id,id,0.9447513812154696
if,if,0.9908675799086758
ig,ig,0.8888888888888888
ii,ii,0.9787234042553191
ij,ij,1.0
ik,ik,1.0
il,il,0.972972972972973
im,im,0.9230769230769231
in,in,0.9400749063670412
vaksinekrangel,vaksinekrangel,1.0
ip,ip,0.9166666666666666
iq,iq,0.75
is,is,0.984920634920635
it,it,0.9802631578947368
hijaben,hijaben,1.0
iv,iv,1.0
ix,ix,1.0
foto,foto,0.9932249322493225
ja,ja,0.9810154525386313
fots,fots,0.9473684210526315
hurdalsjøen,hurdalsjøen,1.0
merknadene,merknadene,1.0
få,få,0.9858234537923154
ji,ji,1.0
jo,jo,0.9554740701938188
jr,jr,0.9850746268656716
panna,panna,0.9473684210526315
panne,panne,1.0
jv,jv,1.0
inndelt,delt,0.8125
fø,fø,0.8
lakseanemi,infeksiøs,1.0
ka,ka,1.0
kd,kd,0.9090909090909091
kf,kf,1.0
gå,gå,0.9857502908103917
kk,kk,1.0
kl,kl,0.7159090909090909
ko,ko,1.0
ks,ks,0.9859484777517564
ku,ku,0.9772727272727273
kv,kv,0.92
ky,ky,1.0
rizvi,rizvi,1.0
la,la,0.982104030774377
le,le,0.9829351535836177
lf,lf,0.9761904761904762
europamesterskapet,europameisterskapet,0.6363636363636364
hå,hå,0.9333333333333333
li,li,0.9565217391304348
våpendeler,våpendelar,1.0
pattaya,pattaya,0.9
ln,ln,1.0
lo,lo,0.9892638036809815
montreal,montreal,0.9104477611940298
lr,lr,1.0
ls,ls,0.6666666666666666
lu,lu,1.0
schøyen,schøyen,1.0
lw,lw,1.0
ly,ly,1.0
nedgangstidene,nedgangstidene,1.0
kosovo,kosovo,0.975
ma,ma,0.9824561403508771
mc,mc,1.0
pante,pante,1.0
md,md,1.0
me,me,0.9459459459459459
mf,mf,0.9696969696969697
mg,mg,0.9310344827586207
mh,mh,1.0
mi,mi,1.0
mn,varige,0.8666666666666667
mo,mo,0.9777777777777777
mp,mp,0.8
mr,mr,0.90625
ms,ms,0.974910394265233
mt,mt,1.0
mu,mu,1.0
my,my,1.0
hoppkanten,hoppkanten,1.0
videoopptaket,videoopptaket,1.0
na,na,0.8064516129032258
nb,nb,1.0
nc,nc,0.8888888888888888
nd,nd,1.0
ne,ne,0.7777777777777778
nf,nf,1.0
ng,ng,1.0
nh,nh,0.9444444444444444
ni,ni,0.9895774647887324
nj,nj,1.0
nk,nk,1.0
p-,p-,1.0
nl,nl,1.0
nm,nm,0.9952718676122931
nn,nn,0.75
no,no,0.9866071428571429
nr,nr,0.7222222222222222
tjørhom,tjørhom,1.0
toppidrettsgymnas,toppidrettsgymnas,1.0
nu,nu,0.5555555555555556
ny,ny,0.9833251593918587
ob,ob,1.0
resultatene,resultata,0.9892952720785013
od,od,0.96875
oe,oe,1.0
of,of,0.9904912836767037
oh,oh,1.0
oi,oi,0.8888888888888888
ok,ok,0.9798657718120806
ol,ol,0.989821882951654
om,om,0.988841035396905
on,on,0.9767441860465116
oo,oo,1.0
or,or,0.9772727272727273
os,os,0.968
omdømmet,omdømmet,1.0
kø,kø,0.987410071942446
pa,pa,0.7619047619047619
årsæther,årsæther,1.0
leipzig-trener,leipzig-trenar,1.0
pc,pc,0.9230769230769231
pd,pd,0.9649122807017544
pe,pe,1.0
pf,pf,0.96
heggland,heggland,1.0
lå,låg,0.9795918367346939
pk,pk,1.0
atferd,åtferd,0.8582089552238806
pl,pl,0.9545454545454546
pm,pm,1.0
po,po,1.0
pp,pp,0.9583333333333334
pr,pr,1.0
ps,ps,0.875
pt,pt,1.0
pu,pu,0.9795918367346939
s-,s-,1.0
selvmordsbomberen,sjølvmordsbombaren,1.0
menneskemat,menneskemat,1.0
persiabukta,persiabukta,1.0
ra,ra,0.7857142857142857
rb,rb,1.0
re,re,0.9210526315789473
nå,no,0.9459826858410245
ri,ri,1.0
rk,rk,1.0
rm,rm,1.0
rn,rn,1.0
ro,ro,0.973630831643002
rs,rs,1.0
rt,rt,1.0
jølstravatnet,jølstravatnet,1.0
pengemangel,pengemangel,1.0
ru,ru,1.0
rv,rv,1.0
ry,ry,0.6666666666666666
rooney,rooney,1.0
haukeland,haukeland,0.9939849624060151
sd,sd,1.0
se,sjå,0.9730388836201057
sf,sf,1.0
jakkene,jakkene,1.0
sh,sh,1.0
si,seie,0.9164319248826291
sj,sj,1.0
u-,u-,0.5185185185185185
sk,sk,0.9701492537313433
sl,sl,1.0
sm,sm,1.0
sn,sn,1.0
so,so,0.9785714285714285
sp,sp,0.9844117647058823
ss,ss,0.9894736842105263
st,st,0.992497320471597
su,su,0.9696969696969697
sv,sv,0.9857659286037054
sy,sy,1.0
ta,ta,0.9852302953940921
te,te,1.0
yisrael,yisrael,1.0
lydnivå,lydnivå,1.0
tf,tf,1.0
tg,sky,1.0
th,th,1.0
ti,ti,0.9899103139013453
to,to,0.991401771756123
ts,ts,0.9902912621359223
tt,tt,0.9838709677419355
tu,tu,1.0
tv,tv,0.9842377260981913
skånland,skånland,1.0
ty,ty,0.9873417721518988
udemokratiske,udemokratiske,1.0
narkotikakriminalitet,narkotikakriminalitet,1.0
disiplinærsak,disiplinærsak,1.0
ud,ud,0.9849624060150376
forsvarseiendommer,forsvarseigedommar,1.0
børsmeldingen,børsmeldinga,0.9428571428571428
uk,uk,0.9142857142857143
uløselig,uløyseleg,0.8
un,un,0.9333333333333333
up,up,0.9915254237288136
ur,ur,0.8461538461538461
us,us,1.0
ut,ut,0.9859914103709682
duoen,duoen,0.9918032786885246
ux,ux,1.0
omkostningene,kostnadene,0.6363636363636364
skjetne,skjetne,1.0
vg,vg,0.9864800759013282
personellkjøretøy,personellkøyretøy,1.0
vi,vi,0.9831458733868276
rå,rå,0.9767441860465116
ledebilkjøring,jølster,1.0
vm,vm,0.9908218606591572
vo,vo,1.0
vp,vp,1.0
vs,vs,1.0
vt,vt,1.0
vw,vw,0.9565217391304348
hovedkontor,hovudkontor,0.8657718120805369
vy,vy,0.9963768115942029
bilateralt,bilateralt,1.0
wa,wa,1.0
søringkarantene,søringkarantene,0.7777777777777778
we,we,0.9444444444444444
mahinda,mahindra,1.0
skjervøy,skjervøy,1.0
strømavtalene,straumavtalane,1.0
passtime,passtime,1.0
installasjonene,installasjonane,1.0
ws,ws,1.0
wu,wu,1.0
nedrustningsavtale,nedrustingsavtale,0.6
eieren,eigaren,0.9830508474576272
xc,xc,1.0
xi,xi,1.0
tå,tå,0.8181818181818182
kalstad,kalstad,1.0
xl,keystone,1.0
bilaterale,bilaterale,0.9852941176470589
forsvarsministermøte,forsvarsministermøte,0.8421052631578947
xr,xr,1.0
psaki,psaki,1.0
xu,xu,1.0
vaksinemotstanden,vaksinemotstanden,1.0
vaksinemotstander,vaksinemotstandar,1.0
dragon,dragon,0.9
klimaeksperter,klimaekspertar,1.0
yi,yi,1.0
yr,yr,1.0
ys,ys,0.9918032786885246
yt,yt,1.0
yu,yu,1.0
yx,yx,1.0
fraranet,frårana,0.875
churches,churches,1.0
hans-olav,hans-olav,0.8571428571428571
zs,zs,1.0
oppsigelse,oppseiing,0.8266666666666667
særaldersgrenser,særaldersgrenser,1.0
yusuf,yusuf,1.0
gamleklubben,gamleklubben,1.0
kalbakk,kalbakk,0.85
ebolautbruddet,ebolautbrotet,1.0
nord-kypros,nord-kypros,1.0
flåm,flåm,0.978021978021978
ntb-afp-reuters,npk-ntb-afp-reuters,0.7777777777777778
